StageID,地圖名稱,怪物ID,怪物名稱,Pic,Lv,Type,終末樓層,代表X,代表Y,出生點數量,來源
117,五派禁地,5629,惡靈骷髏兵,5316,80,0x00000008,,6038,1269,4,mpc
117,五派禁地,5630,惡靈弓手,5317,80,0x00000008,,5507,623,4,mpc
117,五派禁地,5631,惡靈殭屍,5319,80,0x00000008,,5782,1104,1,mpc
117,五派禁地,5632,怨靈,5320,80,0x00000008,,5738,860,1,mpc
118,東宮碧庭,16409,磐石精,5057,1130,0x00000010,,2994,1215,4,mpc
118,東宮碧庭,16410,扶疏樹精,5058,1135,0x00000010,,1168,1024,4,mpc
118,東宮碧庭,16411,龍脈神蔘,5228,1140,0x00000010,,2268,803,4,mpc
118,東宮碧庭,16412,南境蒔花,5154,1145,0x00000010,,2194,1791,4,mpc
118,東宮碧庭,16413,蔚奇園鼠,5572,1150,0x00000080,,4054,2205,4,mpc
118,東宮碧庭,16414,錦卉旋蜂,5203,1155,0x00000040,,3384,3496,4,mpc
118,東宮碧庭,16415,亭台聽蝶,6568,1160,0x00000010,,4594,2746,4,mpc
118,東宮碧庭,16416,深靈化水,5952,1165,0x00000010,,5794,3317,5,mpc
118,東宮碧庭,16417,東庭古木,5156,1175,0x00000010,,6994,4254,4,mpc
118,東宮碧庭,16454,虛途座王鬼,6811,1250,0x00000020,,2272,4640,1,mpc
119,西宮翠苑,16418,西苑花侍,6041,1160,0x00000002,,7131,4019,4,mpc
119,西宮翠苑,16419,朱燕后衛,6042,1165,0x00000002,,5506,4865,4,mpc
119,西宮翠苑,16420,金蓮碧手,5720,1170,0x00000002,,5158,3851,4,mpc
119,西宮翠苑,16421,北原俠女,5425,1175,0x00000002,,5815,2171,4,mpc
119,西宮翠苑,16422,羅剎劍瑛,5578,1180,0x00000002,,5287,2557,5,mpc
119,西宮翠苑,16423,羅剎逸姝,5580,1180,0x00000002,,1595,2233,7,mpc
119,西宮翠苑,16424,紅櫻藝者,5659,1190,0x00000008,,1679,3822,4,mpc
119,西宮翠苑,16425,麗火魔法使,6505,1190,0x00000002,,1580,2891,4,mpc
119,西宮翠苑,16426,艾濟武姬,6937,1200,0x00000002,,6338,760,4,mpc
119,西宮翠苑,16455,透界座王鬼,6811,1250,0x00000020,,2976,224,1,mpc
120,黃龍秘殿,16456,黃龍天鋒尉,6985,1240,0x00000002,,2866,3484,15,mpc
120,黃龍秘殿,16457,黃龍蒼刃尉,6986,1250,0x00000002,,2509,2728,14,mpc
120,黃龍秘殿,16458,黃龍黑虎騎,6980,1265,0x00000002,,3080,3350,15,mpc
120,黃龍秘殿,16459,黃龍悍衝車,6984,1280,0x00000002,,3404,3265,15,mpc
120,黃龍秘殿,16460,九尾狐禍影,6448,1350,0x00002000,,1952,864,1,mpc
120,黃龍秘殿,16461,九尾狐禍影,6448,1350,0x00002000,,7094,3617,1,mpc
120,黃龍秘殿,16462,虛意化劍宗,6996,1295,0x00000002,,7176,2246,9,mpc
120,黃龍秘殿,16463,虛意化武宗,6992,1295,0x00000002,,6201,2325,14,mpc
120,黃龍秘殿,16464,虛意化術宗,6993,1295,0x00000002,,6968,2214,9,mpc
120,黃龍秘殿,16465,虛意化道宗,6999,1295,0x00000002,,4088,719,9,mpc
120,黃龍秘殿,16466,虛意化禪宗,6995,1295,0x00000002,,4328,767,9,mpc
120,黃龍秘殿,16467,虛空布道使,6983,1310,0x00000004,,4827,1904,15,mpc
120,黃龍秘殿,16468,虛空誅異使,6982,1310,0x00000004,,5079,2336,15,mpc
120,黃龍秘殿,16469,禍國九尾狐,6428,1400,0x00002000,,6041,1320,1,mpc
120,黃龍秘殿,16470,虛還大秦始皇帝,6975,1450,0x00002000,,7232,512,1,mpc
121,修羅級黃龍秘殿,16639,<黃龍天鋒尉>,6985,1540,0x00000002,,2866,6044,15,mpc
121,修羅級黃龍秘殿,16640,<黃龍蒼刃尉>,6986,1550,0x00000002,,2509,5288,14,mpc
121,修羅級黃龍秘殿,16641,<黃龍黑虎騎>,6980,1565,0x00000002,,3080,5910,15,mpc
121,修羅級黃龍秘殿,16642,<黃龍悍衝車>,6984,1580,0x00000002,,3404,5825,15,mpc
121,修羅級黃龍秘殿,16643,<九尾狐禍影>,6448,1650,0x00002000,,1952,3424,1,mpc
121,修羅級黃龍秘殿,16644,<九尾狐禍影>,6448,1650,0x00002000,,7095,6177,1,mpc
121,修羅級黃龍秘殿,16645,<虛意化劍宗>,6996,1595,0x00000002,,7176,4806,9,mpc
121,修羅級黃龍秘殿,16646,<虛意化武宗>,6992,1595,0x00000002,,6201,4885,14,mpc
121,修羅級黃龍秘殿,16647,<虛意化術宗>,6993,1595,0x00000002,,6968,4774,9,mpc
121,修羅級黃龍秘殿,16648,<虛意化道宗>,6999,1595,0x00000002,,4088,3279,9,mpc
121,修羅級黃龍秘殿,16649,<虛意化禪宗>,6995,1595,0x00000002,,4328,3327,9,mpc
121,修羅級黃龍秘殿,16650,<虛空布道使>,6983,1610,0x00000004,,4827,4464,15,mpc
121,修羅級黃龍秘殿,16651,<虛空誅異使>,6982,1610,0x00000004,,5079,4896,15,mpc
121,修羅級黃龍秘殿,16652,<禍國九尾狐>,6428,1700,0x00002000,,6041,3880,1,mpc
121,修羅級黃龍秘殿,16653,<虛還大秦始皇帝>,6975,1750,0x00002000,,7232,3072,1,mpc
121,修羅級黃龍秘殿,16654,虛無行者．劍,6602,1650,0x00000004,,2983,1247,4,mpc
121,修羅級黃龍秘殿,16655,虛無行者．拳,6456,1650,0x00000010,,3201,1051,4,mpc
121,修羅級黃龍秘殿,16656,虛無行者．獸,6906,1650,0x00000200,,2631,852,4,mpc
121,修羅級黃龍秘殿,16657,降世．虛空主宰,6847,1799,0x00002000,,3231,364,1,mpc
122,八達嶺,5007,劍齒狼,5007,40,0x00000080,,2725,3138,9,mpc
122,八達嶺,5008,老虎,5008,50,0x00000080,,2883,3173,8,mpc
122,八達嶺,5009,食人虎,5009,60,0x00000080,,1267,2772,3,mpc
122,八達嶺,5016,食人巨猿,5016,50,0x00000080,,2842,3047,4,mpc
122,八達嶺,5440,狼王,5272,70,0x00000080,,5661,4707,3,mpc
122,八達嶺,5681,野馬,5404,35,0x00000080,,1931,3937,3,mpc
122,八達嶺,5683,獵鷹,5405,70,0x00000100,,5313,4781,4,mpc
122,八達嶺,5688,流亡叛軍士兵,5437,70,0x00000002,,5786,1007,7,mpc
122,八達嶺,5689,流亡叛軍隊長,5438,80,0x00000002,,6007,1838,5,mpc
122,八達嶺,5690,流亡叛軍頭目,5439,90,0x00000002,,6190,1790,3,mpc
122,八達嶺,5691,邊關賊寇嘍囉,5280,70,0x00000002,,4022,1462,7,mpc
122,八達嶺,5692,邊關賊寇隊長,5290,80,0x00000002,,4367,1359,6,mpc
122,八達嶺,5693,邊關賊寇頭目,5440,90,0x00000002,,4507,1444,3,mpc
122,八達嶺,5835,鬼影奔雷手,5488,80,0x00000001,,4923,3061,2,mpc
123,古北口,5007,劍齒狼,5007,40,0x00000080,,2077,3095,2,mpc
123,古北口,5008,老虎,5008,50,0x00000080,,2769,3980,2,mpc
123,古北口,5009,食人虎,5009,60,0x00000080,,2179,2508,1,mpc
123,古北口,5016,食人巨猿,5016,50,0x00000080,,2687,3993,1,mpc
123,古北口,5681,野馬,5404,35,0x00000080,,1741,5076,2,mpc
123,古北口,5688,流亡叛軍士兵,5437,70,0x00000002,,612,5282,3,mpc
123,古北口,5689,流亡叛軍隊長,5438,80,0x00000002,,476,4234,2,mpc
123,古北口,5690,流亡叛軍頭目,5439,90,0x00000002,,803,1777,1,mpc
123,古北口,5691,邊關賊寇嘍囉,5280,70,0x00000002,,1695,5927,2,mpc
123,古北口,5692,邊關賊寇隊長,5290,80,0x00000002,,428,5292,1,mpc
123,古北口,5693,邊關賊寇頭目,5440,90,0x00000002,,433,3292,1,mpc
123,古北口,5835,鬼影奔雷手,5488,80,0x00000001,,529,3278,2,mpc
124,塞北草原,5007,劍齒狼,5007,40,0x00000080,,7138,4706,2,mpc
124,塞北草原,5008,老虎,5008,50,0x00000080,,7146,4606,2,mpc
124,塞北草原,5680,山羊,5402,35,0x00000080,,4090,381,5,mpc
124,塞北草原,5681,野馬,5404,35,0x00000080,,3350,2064,5,mpc
124,塞北草原,5682,黃牛,5403,40,0x00000080,,2648,1686,6,mpc
124,塞北草原,5683,獵鷹,5405,70,0x00000100,,3331,4534,8,mpc
124,塞北草原,5694,草原長槍兵,5421,70,0x00000002,,4722,3143,11,mpc
124,塞北草原,5695,草原刀盾兵,5422,70,0x00000002,,4936,3237,13,mpc
124,塞北草原,5696,神射手哲別,5417,100,0x00000002,,4527,1861,3,mpc
124,塞北草原,5730,流亡兵馬隊長,5446,80,0x00000001,,2632,2909,2,mpc
124,塞北草原,5731,蒼狼精兵,5422,70,0x00000002,,4234,3359,3,mpc
125,呼倫草原,5680,山羊,5402,35,0x00000080,,1635,3173,9,mpc
125,呼倫草原,5682,黃牛,5403,40,0x00000080,,1531,3063,10,mpc
125,呼倫草原,5683,獵鷹,5405,70,0x00000100,,4827,3870,4,mpc
125,呼倫草原,5684,紫靈貂,5401,55,0x00001000,,4406,3065,7,mpc
125,呼倫草原,5685,蒼狼,5407,60,0x00001000,,2663,4471,9,mpc
125,呼倫草原,5686,白鹿,5408,60,0x00001000,,1716,2649,6,mpc
125,呼倫草原,5694,草原長槍兵,5421,70,0x00000002,,4533,1359,1,mpc
125,呼倫草原,5695,草原刀盾兵,5422,70,0x00000002,,4060,1462,1,mpc
125,呼倫草原,5699,草原戰士,5419,80,0x00000002,,6749,2306,5,mpc
125,呼倫草原,5700,疾風戰士,5418,80,0x00000002,,6673,2335,5,mpc
126,貝爾草原,5680,山羊,5402,35,0x00000080,,1731,768,4,mpc
126,貝爾草原,5682,黃牛,5403,40,0x00000080,,2330,652,5,mpc
126,貝爾草原,5683,獵鷹,5405,70,0x00000100,,5023,2171,6,mpc
126,貝爾草原,5684,紫靈貂,5401,55,0x00001000,,7220,2333,3,mpc
126,貝爾草原,5685,蒼狼,5407,60,0x00001000,,3971,3003,11,mpc
126,貝爾草原,5686,白鹿,5408,60,0x00001000,,3477,5216,7,mpc
126,貝爾草原,5699,草原戰士,5419,80,0x00000002,,6920,4148,5,mpc
126,貝爾草原,5700,疾風戰士,5418,80,0x00000002,,6173,3481,5,mpc
127,亂石林,5684,紫靈貂,5401,55,0x00001000,,1794,2119,12,mpc
127,亂石林,5687,黑豹,5406,70,0x00000080,,1572,723,9,mpc
127,亂石林,5694,草原長槍兵,5421,70,0x00000002,,3498,2772,5,mpc
127,亂石林,5695,草原刀盾兵,5422,70,0x00000002,,3774,2221,8,mpc
127,亂石林,5697,勇士合薩兒,5411,100,0x00000002,,4630,3621,3,mpc
127,亂石林,5702,女王護法,5412,90,0x00000002,,4201,3608,3,mpc
127,亂石林,5703,大汗親兵,5414,90,0x00000002,,4947,2881,2,mpc
127,亂石林,5707,獵人頭祭司,5416,110,0x00000002,,739,3906,3,mpc
127,亂石林,5730,流亡兵馬隊長,5446,80,0x00000001,,1591,500,2,mpc
127,亂石林,5749,哲別幻影,5429,100,0x00000002,,3227,2007,1,mpc
127,亂石林,5750,合薩兒幻影,5427,100,0x00000002,,3034,1926,1,mpc
127,亂石林,5751,衝石徹幻影,5428,100,0x00000002,,2887,2019,1,mpc
127,亂石林,5752,祭司幻影,5426,110,0x00000002,,2857,1892,4,mpc
129,黑城遺跡,5683,獵鷹,5405,70,0x00000100,,3874,3357,5,mpc
129,黑城遺跡,5685,蒼狼,5407,60,0x00001000,,3514,3585,9,mpc
129,黑城遺跡,5687,黑豹,5406,70,0x00000080,,1915,676,6,mpc
129,黑城遺跡,5698,大將衝石徹,5413,100,0x00000002,,869,1894,2,mpc
129,黑城遺跡,5702,女王護法,5412,90,0x00000002,,1019,2003,1,mpc
129,黑城遺跡,5703,大汗親兵,5414,90,0x00000002,,6758,1292,2,mpc
129,黑城遺跡,5704,傭兵飛茅手,5423,70,0x00000002,,3779,2571,6,mpc
129,黑城遺跡,5705,傭兵重鎚手,5424,70,0x00000002,,2916,2415,5,mpc
129,黑城遺跡,5730,流亡兵馬隊長,5446,80,0x00000001,,7026,3144,2,mpc
131,疾風谷,5683,獵鷹,5405,70,0x00000100,,1826,2525,4,mpc
131,疾風谷,5684,紫靈貂,5401,55,0x00001000,,450,1405,1,mpc
131,疾風谷,5687,黑豹,5406,70,0x00000080,,3286,3260,2,mpc
131,疾風谷,5702,女王護法,5412,90,0x00000002,,3914,933,4,mpc
131,疾風谷,5703,大汗親兵,5414,90,0x00000002,,1431,962,4,mpc
131,疾風谷,5704,傭兵飛茅手,5423,70,0x00000002,,2909,2450,5,mpc
131,疾風谷,5705,傭兵重鎚手,5424,70,0x00000002,,3650,1140,2,mpc
131,疾風谷,5706,傭兵女戰士,5425,80,0x00000002,,979,2221,4,mpc
131,疾風谷,5708,拉薩跳神,5415,110,0x00000002,,1683,763,2,mpc
132,大汗陵墓,5694,草原長槍兵,5421,70,0x00000002,,6202,4372,9,mpc
132,大汗陵墓,5695,草原刀盾兵,5422,70,0x00000002,,6304,4369,9,mpc
132,大汗陵墓,5699,草原戰士,5419,80,0x00000002,,5254,3268,4,mpc
132,大汗陵墓,5700,疾風戰士,5418,80,0x00000002,,4437,1976,4,mpc
132,大汗陵墓,5702,女王護法,5412,90,0x00000002,,6203,2023,7,mpc
132,大汗陵墓,5703,大汗親兵,5414,90,0x00000002,,6067,3913,5,mpc
132,大汗陵墓,5704,傭兵飛茅手,5423,70,0x00000002,,5078,3878,9,mpc
132,大汗陵墓,5705,傭兵重鎚手,5424,70,0x00000002,,5165,3938,9,mpc
132,大汗陵墓,5706,傭兵女戰士,5425,80,0x00000002,,5499,1090,4,mpc
132,大汗陵墓,5707,獵人頭祭司,5416,110,0x00000002,,5007,2602,1,mpc
132,大汗陵墓,5709,蒼狼族大汗,5410,120,0x00000002,,4718,2613,1,mpc
132,大汗陵墓,5753,哲別,5449,100,0x00000002,,6004,2092,1,mpc
132,大汗陵墓,5754,合薩兒,5447,100,0x00000002,,6543,3597,1,mpc
132,大汗陵墓,5755,衝石徹,5448,100,0x00000002,,3866,3224,1,mpc
132,大汗陵墓,5756,燎原戰士,5451,95,0x00000002,,5669,3110,1,mpc
132,大汗陵墓,5757,烈風戰士,5450,95,0x00000002,,3843,2137,1,mpc
132,大汗陵墓,5760,騰格爾大纛,5974,1,0x00002000,,4929,2605,1,mpc
133,極七寶仙境　壹,16033,★仙露花精★,5143,610,0x00000010,,6084,1870,2,mpc
133,極七寶仙境　壹,16034,★松齡聖龜★,5201,620,0x00000080,,5820,1709,2,mpc
133,極七寶仙境　壹,16035,★步天敖犬★,5273,630,0x00000080,,5411,1717,2,mpc
133,極七寶仙境　壹,16036,★萬曆星將★,5396,640,0x00000001,,5168,1835,2,mpc
133,極七寶仙境　壹,16037,★幻月銀狼★,5407,650,0x00001000,,4938,2007,2,mpc
133,極七寶仙境　壹,16038,★岩羅角獸★,5477,660,0x00000080,,6002,2173,2,mpc
133,極七寶仙境　壹,16039,★妙捷跳鼠★,5570,670,0x00000080,,5841,2270,2,mpc
133,極七寶仙境　壹,16040,★霧隱忍武★,5643,680,0x00000002,,5434,2316,2,mpc
133,極七寶仙境　壹,16041,★來世象尊★,5712,690,0x00000020,,5111,2336,2,mpc
133,極七寶仙境　壹,16042,★問頂仙龍★,5862,700,0x00000400,,4837,2331,2,mpc
133,極七寶仙境　壹,16043,☆仙露花精☆,5143,710,0x00000010,,2696,2586,2,mpc
133,極七寶仙境　壹,16044,☆松齡聖龜☆,5201,730,0x00000080,,2407,2387,2,mpc
133,極七寶仙境　壹,16045,☆步天敖犬☆,5273,750,0x00000080,,2625,2804,2,mpc
133,極七寶仙境　壹,16046,☆萬曆星將☆,5396,770,0x00000001,,2091,2369,2,mpc
133,極七寶仙境　壹,16047,☆幻月銀狼☆,5407,790,0x00001000,,2423,2995,2,mpc
133,極七寶仙境　壹,16048,☆岩羅角獸☆,5477,810,0x00000080,,2049,2960,2,mpc
133,極七寶仙境　壹,16049,☆妙捷跳鼠☆,5570,830,0x00000080,,1797,2936,2,mpc
133,極七寶仙境　壹,16050,☆霧隱忍武☆,5643,850,0x00000002,,1782,2422,2,mpc
133,極七寶仙境　壹,16051,☆來世象尊☆,5712,870,0x00000020,,1580,2800,2,mpc
133,極七寶仙境　壹,16052,☆問頂仙龍☆,5862,890,0x00000400,,1379,2702,2,mpc
133,極七寶仙境　壹,16053,⊕仙露花精⊕,5143,910,0x00000010,,5197,3800,2,mpc
133,極七寶仙境　壹,16054,⊕松齡聖龜⊕,5201,930,0x00000080,,5499,3676,2,mpc
133,極七寶仙境　壹,16055,⊕步天敖犬⊕,5273,950,0x00000080,,5722,3788,2,mpc
133,極七寶仙境　壹,16056,⊕萬曆星將⊕,5396,970,0x00000001,,5927,3693,2,mpc
133,極七寶仙境　壹,16057,⊕幻月銀狼⊕,5407,990,0x00001000,,6065,3834,2,mpc
133,極七寶仙境　壹,16058,⊕岩羅角獸⊕,5477,1010,0x00000080,,6194,3679,2,mpc
133,極七寶仙境　壹,16059,⊕妙捷跳鼠⊕,5570,1030,0x00000080,,6393,3823,2,mpc
133,極七寶仙境　壹,16060,⊕霧隱忍武⊕,5643,1055,0x00000002,,6337,3448,2,mpc
133,極七寶仙境　壹,16061,⊕來世象尊⊕,5712,1080,0x00000020,,6439,3583,2,mpc
133,極七寶仙境　壹,16062,⊕問頂仙龍⊕,5862,1105,0x00000400,,6585,3495,2,mpc
134,關外草原,5714,獵鷹,5405,70,0x00000100,,4787,3811,10,mpc
134,關外草原,5715,蒼狼,5407,60,0x00001000,,2938,413,6,mpc
134,關外草原,5717,黑豹,5406,70,0x00000080,,4700,1981,10,mpc
134,關外草原,5724,草原長槍兵,5421,70,0x00000002,,4987,3353,17,mpc
134,關外草原,5725,草原刀盾兵,5422,70,0x00000002,,5093,890,22,mpc
134,關外草原,5726,神射手哲別,5417,100,0x00000002,,4221,3230,3,mpc
134,關外草原,5727,勇士合薩兒,5411,100,0x00000002,,4631,261,1,mpc
134,關外草原,5728,大將衝石徹,5413,100,0x00000002,,3112,523,3,mpc
135,關外草原,5714,獵鷹,5405,70,0x00000100,,4787,3811,10,mpc
135,關外草原,5715,蒼狼,5407,60,0x00001000,,2938,413,6,mpc
135,關外草原,5717,黑豹,5406,70,0x00000080,,4700,1981,10,mpc
135,關外草原,5724,草原長槍兵,5421,70,0x00000002,,4987,3353,17,mpc
135,關外草原,5725,草原刀盾兵,5422,70,0x00000002,,5093,890,22,mpc
135,關外草原,5726,神射手哲別,5417,100,0x00000002,,4258,3271,3,mpc
135,關外草原,5727,勇士合薩兒,5411,100,0x00000002,,4631,261,1,mpc
135,關外草原,5728,大將衝石徹,5413,100,0x00000002,,3112,523,3,mpc
137,天戮魔殿,9775,生死一權宰,5838,135,0x00000020,,4151,3726,5,mpc
137,天戮魔殿,9776,鬼界大棺王,5832,135,0x00000008,,4031,3240,5,mpc
137,天戮魔殿,9777,鎮魂獅神將,5840,140,0x00000020,,3137,3868,7,mpc
137,天戮魔殿,9778,劍山牛魔神,5833,140,0x00000020,,6220,4463,8,mpc
137,天戮魔殿,9779,血河馬魔神,5834,140,0x00000020,,6525,2042,7,mpc
137,天戮魔殿,9780,掠魂白死將,5835,140,0x00000020,,2294,2106,6,mpc
137,天戮魔殿,9781,奪魄黑死將,5836,140,0x00000020,,1704,2105,7,mpc
137,天戮魔殿,9782,地斗大元帥,5837,150,0x00000020,,2519,2829,7,mpc
137,天戮魔殿,9783,森羅大殿主,5839,150,0x00000020,,5854,4273,5,mpc
137,天戮魔殿,9784,無界閻羅邪元,5831,200,0x00000400,,7468,456,1,mpc
137,天戮魔殿,9785,九天邪觀,5844,165,0x00000020,,7561,3150,1,mpc
137,天戮魔殿,9786,十地魔見,5843,165,0x00000020,,3169,1410,1,mpc
137,天戮魔殿,9787,毀天魎王,5842,170,0x00000004,,8063,1095,1,mpc
137,天戮魔殿,9788,滅世非我,5841,170,0x00000020,,5057,1181,1,mpc
138,古北大營,5448,叛軍,5280,50,0x00000001,,4489,1403,2,mpc
138,古北大營,5683,獵鷹,5405,70,0x00000100,,5340,2705,19,mpc
138,古北大營,5688,流亡叛軍士兵,5437,70,0x00000002,,3777,1506,10,mpc
138,古北大營,5689,流亡叛軍隊長,5438,80,0x00000002,,3506,1362,4,mpc
138,古北大營,5691,邊關賊寇嘍囉,5280,70,0x00000002,,7731,1890,2,mpc
138,古北大營,5705,傭兵重鎚手,5424,70,0x00000002,,5036,841,2,mpc
138,古北大營,5706,傭兵女戰士,5425,80,0x00000002,,5592,1148,5,mpc
138,古北大營,5708,拉薩跳神,5415,110,0x00000002,,5755,1103,1,mpc
139,統萬大營,5685,蒼狼,5407,60,0x00001000,,2607,3021,16,mpc
139,統萬大營,5694,草原長槍兵,5421,70,0x00000002,,3973,3599,8,mpc
139,統萬大營,5695,草原刀盾兵,5422,70,0x00000002,,3783,3202,10,mpc
139,統萬大營,5703,大汗親兵,5414,90,0x00000002,,2777,3214,5,mpc
139,統萬大營,5706,傭兵女戰士,5425,80,0x00000002,,4432,1773,1,mpc
139,統萬大營,5709,蒼狼族大汗,5410,120,0x00000002,,4231,1570,1,mpc
140,蒼狼大營,5686,白鹿,5408,60,0x00001000,,3329,3283,17,mpc
140,蒼狼大營,5697,勇士合薩兒,5411,100,0x00000002,,1592,1307,1,mpc
140,蒼狼大營,5699,草原戰士,5419,80,0x00000002,,3616,2703,14,mpc
140,蒼狼大營,5700,疾風戰士,5418,80,0x00000002,,3518,2594,11,mpc
140,蒼狼大營,5701,蒼狼族女王,5409,120,0x00000002,,5687,991,1,mpc
140,蒼狼大營,5702,女王護法,5412,90,0x00000002,,4651,1700,8,mpc
141,邊關要塞,5691,邊關賊寇嘍囉,5280,70,0x00000002,,3172,6010,1,mpc
141,邊關要塞,5692,邊關賊寇隊長,5290,80,0x00000002,,3534,5889,1,mpc
141,邊關要塞,5718,流亡叛軍士兵,5437,70,0x00000002,,3502,3369,31,mpc
141,邊關要塞,5719,流亡叛軍隊長,5438,80,0x00000002,,3552,3041,14,mpc
141,邊關要塞,5720,流亡叛軍頭目,5439,90,0x00000002,,3701,3049,2,mpc
141,邊關要塞,5721,邊關賊寇嘍囉,5280,70,0x00000002,,3490,5148,36,mpc
141,邊關要塞,5722,邊關賊寇隊長,5290,80,0x00000002,,3368,5606,12,mpc
141,邊關要塞,5723,邊關賊寇頭目,5440,90,0x00000002,,3316,5715,2,mpc
142,森羅閻殿,9609,化屍大魔棺,5771,130,0x00000008,,1943,1505,5,mpc
142,森羅閻殿,9612,煉獄邪眼,5774,130,0x00000020,,1974,894,5,mpc
142,森羅閻殿,9615,開山牛魔將,5777,135,0x00000020,,4861,3671,5,mpc
142,森羅閻殿,9618,衝天馬魔將,5780,135,0x00000020,,5088,2592,5,mpc
142,森羅閻殿,9621,報喪七王爺,5783,130,0x00000020,,7870,731,6,mpc
142,森羅閻殿,9624,弔靈八王爺,5786,130,0x00000020,,2148,4908,6,mpc
142,森羅閻殿,9627,黃泉大元帥,5789,140,0x00000020,,2349,1401,7,mpc
142,森羅閻殿,9633,御獅大將軍,5795,145,0x00000020,,4852,2705,6,mpc
142,森羅閻殿,9635,十獄殿主,5797,150,0x00000020,,2639,980,5,mpc
142,森羅閻殿,9636,無界閻羅,5798,200,0x00000020,,7495,4521,1,mpc
142,森羅閻殿,9656,再造濕婆,5803,155,0x00000020,,4552,3566,3,mpc
142,森羅閻殿,9657,焚天大獅皇,5821,165,0x00000020,,2039,1327,1,mpc
142,森羅閻殿,9658,煉獄邪神,5814,180,0x00000200,,3835,2336,1,mpc
142,森羅閻殿,9733,魔獄妖將,5625,999,0x00002000,,3950,2430,11,mpc
143,古皇陵密室,5437,{力士俑},5046,60,0x00000200,,2333,4624,4,mpc
143,古皇陵密室,5439,屍靈首,5271,99,0x00000008,,7687,1171,4,mpc
143,古皇陵密室,5456,無頭將軍俑,5288,120,0x00000200,,6775,4661,1,mpc
143,古皇陵密室,5625,冥骨精長老,5311,95,0x00000008,,6568,4930,1,mpc
143,古皇陵密室,5665,屍靈劍俑,5430,78,0x00000200,,4212,2845,20,mpc
143,古皇陵密室,5666,屍靈戈俑,5431,78,0x00000200,,5045,1137,20,mpc
143,古皇陵密室,5667,屍靈箭俑,5432,78,0x00000200,,2638,2598,38,mpc
143,古皇陵密室,5668,屍靈雙錘俑,5433,80,0x00000200,,4929,2539,22,mpc
143,古皇陵密室,5669,屍靈雙斧俑,5434,80,0x00000200,,5033,2907,22,mpc
143,古皇陵密室,5670,屍靈武士俑,5435,90,0x00000200,,4950,2968,13,mpc
143,古皇陵密室,5671,屍靈將軍俑,5436,80,0x00000200,,5125,2654,19,mpc
143,古皇陵密室,5677,無頭將軍俑,5288,120,0x00000200,,5790,4702,2,mpc
143,古皇陵密室,5678,無頭將軍俑,5288,120,0x00000200,,6591,4223,1,mpc
143,古皇陵密室,5679,無頭將軍俑,5288,120,0x00000200,,6248,4479,2,mpc
144,地靈穴,5023,鬼面蜘蛛,5023,40,0x00000020,,2097,2905,4,mpc
144,地靈穴,5025,石怪,5025,40,0x00000010,,2596,739,5,mpc
144,地靈穴,5028,火妖,5028,40,0x00000010,,5922,2863,5,mpc
144,地靈穴,5057,金石怪,5057,60,0x00000010,,1646,1197,3,mpc
144,地靈穴,5182,巨蜈蚣,5126,30,0x00000040,,1983,2849,4,mpc
144,地靈穴,5856,兇地靈,5529,45,0x00000020,,1819,4761,3,mpc
144,地靈穴,5867,地靈,5486,35,0x00000020,,4354,1919,8,mpc
144,地靈穴,5872,小蕈傘人,5516,60,0x00000020,,2264,4755,5,mpc
144,地靈穴,5874,屍骸,5976,1,0x00002000,,5494,3303,2,mpc
144,地靈穴,5879,洞穴蜥蜴,5498,40,0x00000080,,2339,1121,2,mpc
145,蕈菇林,5023,鬼面蜘蛛,5023,40,0x00000020,,1895,957,4,mpc
145,蕈菇林,5025,石怪,5025,40,0x00000010,,4011,3193,2,mpc
145,蕈菇林,5028,火妖,5028,40,0x00000010,,5152,4442,1,mpc
145,蕈菇林,5057,金石怪,5057,60,0x00000010,,1773,5105,3,mpc
145,蕈菇林,5842,侏人工鏟兵,5471,65,0x00000002,,8029,4636,2,mpc
145,蕈菇林,5843,侏人鐵鎬兵,5472,65,0x00000002,,618,3867,2,mpc
145,蕈菇林,5851,火蕈傘人,5481,85,0x00000020,,6353,3958,1,mpc
145,蕈菇林,5853,毒蕈傘人,5483,85,0x00000020,,2536,408,1,mpc
145,蕈菇林,5856,兇地靈,5529,45,0x00000020,,5625,4903,4,mpc
145,蕈菇林,5867,地靈,5486,35,0x00000020,,6427,1335,5,mpc
145,蕈菇林,5870,小火蕈傘人,5514,60,0x00000020,,6144,3787,4,mpc
145,蕈菇林,5871,小冰蕈傘人,5515,60,0x00000020,,5981,4878,4,mpc
145,蕈菇林,5872,小蕈傘人,5516,60,0x00000020,,4819,1928,7,mpc
145,蕈菇林,5874,屍骸,5976,1,0x00002000,,4045,5058,4,mpc
146,蕈菇林東方,5840,侏人戰士,5469,75,0x00000002,,6769,4789,6,mpc
146,蕈菇林東方,5842,侏人工鏟兵,5471,65,0x00000002,,2014,3110,4,mpc
146,蕈菇林東方,5843,侏人鐵鎬兵,5472,65,0x00000002,,2180,3984,4,mpc
146,蕈菇林東方,5844,侏人炸彈兵,5513,70,0x00000002,,1948,2249,7,mpc
146,蕈菇林東方,5850,嘯地幼犀,5478,70,0x00000080,,5946,3913,5,mpc
146,蕈菇林東方,5851,火蕈傘人,5481,85,0x00000020,,8339,748,1,mpc
146,蕈菇林東方,5852,冰蕈傘人,5482,85,0x00000020,,6906,641,2,mpc
