檔案,類型,記錄Key,名稱,欄位,舊值,新值
EXCHANGE.INI,changed,3190,進化→燦煌足☆,Material1,28438,28432
EXCHANGE.INI,changed,3190,進化→燦煌足☆,Name,進化→佛煌行☆,進化→燦煌足☆
EXCHANGE.INI,changed,3190,進化→燦煌足☆,Reward1,28898,28892
EXCHANGE.INI,changed,2062,禪帝衲★☆,Material1,29470,29458
EXCHANGE.INI,changed,2062,禪帝衲★☆,Name,武帝掌★☆,禪帝衲★☆
EXCHANGE.INI,changed,2062,禪帝衲★☆,Reward1,29471,29459
EXCHANGE.INI,changed,778,拆解：乾虛仙渦石,Material1,29718,29731
EXCHANGE.INI,changed,778,拆解：乾虛仙渦石,Name,拆解：離火仙太極,拆解：乾虛仙渦石
EXCHANGE.INI,changed,2258,鬼帝鎧★★☆,Material1,29568,29556
EXCHANGE.INI,changed,2258,鬼帝鎧★★☆,Name,鬼帝道★★☆,鬼帝鎧★★☆
EXCHANGE.INI,changed,2258,鬼帝鎧★★☆,Reward1,29569,29557
EXCHANGE.INI,changed,857,名刀．河豚毒，開光,Material1,30582,30130
EXCHANGE.INI,changed,857,名刀．河豚毒，開光,Name,自作．無銘，開光,名刀．河豚毒，開光
EXCHANGE.INI,changed,857,名刀．河豚毒，開光,Reward1,30159,30157
EXCHANGE.INI,changed,2929,進化→星兇手★,Material1,27755,27747
EXCHANGE.INI,changed,2929,進化→星兇手★,Name,進化→煌月巾★,進化→星兇手★
EXCHANGE.INI,changed,2929,進化→星兇手★,Reward1,28541,28535
EXCHANGE.INI,changed,2312,拆解：君星靴★★,Group,136,135
EXCHANGE.INI,changed,2312,拆解：君星靴★★,Material1,29353,29610
EXCHANGE.INI,changed,2312,拆解：君星靴★★,Material1Count,3,1
EXCHANGE.INI,changed,2312,拆解：君星靴★★,Material2,29272,
EXCHANGE.INI,changed,2312,拆解：君星靴★★,Material2Count,20,
EXCHANGE.INI,changed,2312,拆解：君星靴★★,Name,君諭刀★★★,拆解：君星靴★★
EXCHANGE.INI,changed,2312,拆解：君星靴★★,Reward1,29354,29272
EXCHANGE.INI,changed,2312,拆解：君星靴★★,Reward1Count,1,20
EXCHANGE.INI,changed,2587,2025武魂禮券,Group,160,159
EXCHANGE.INI,changed,2587,2025武魂禮券,Material1Count,20,125
EXCHANGE.INI,changed,2587,2025武魂禮券,Material2Count,40,200
EXCHANGE.INI,changed,2587,2025武魂禮券,Material3Count,55,375
EXCHANGE.INI,changed,2587,2025武魂禮券,Material4,29272,29273
EXCHANGE.INI,changed,2587,2025武魂禮券,Material4Count,55,375
EXCHANGE.INI,changed,2587,2025武魂禮券,Material5Count,55,375
EXCHANGE.INI,changed,2587,2025武魂禮券,Name,六宇仙器配方錦囊,2025武魂禮券
EXCHANGE.INI,changed,2587,2025武魂禮券,Reward1,31444,31746
EXCHANGE.INI,changed,2049,傾城棍★☆,Material1,29392,29380
EXCHANGE.INI,changed,2049,傾城棍★☆,Name,河山斧★☆,傾城棍★☆
EXCHANGE.INI,changed,2049,傾城棍★☆,Reward1,29393,29381
EXCHANGE.INI,changed,1001,龍熙軒轅劍，消光,Material1,29656,29654
EXCHANGE.INI,changed,1001,龍熙軒轅劍，消光,Name,陳橋燭影殲，消光,龍熙軒轅劍，消光
EXCHANGE.INI,changed,1001,龍熙軒轅劍，消光,Reward1,29666,29664
EXCHANGE.INI,changed,940,八卦形意盾，開光,Material1,26785,26967
EXCHANGE.INI,changed,940,八卦形意盾，開光,Name,三皇聖羲刀，消光,八卦形意盾，開光
EXCHANGE.INI,changed,940,八卦形意盾，開光,Reward1,26959,26793
EXCHANGE.INI,changed,3122,拆解：瀚辰杖★★★,Material1,28369,28363
EXCHANGE.INI,changed,3122,拆解：瀚辰杖★★★,Name,拆解：太微棍★★★,拆解：瀚辰杖★★★
EXCHANGE.INI,changed,809,拆解：螣蛇仙戒,Material1,31055,29257
EXCHANGE.INI,changed,809,拆解：螣蛇仙戒,Name,拆解：無方虛衡尺,拆解：螣蛇仙戒
EXCHANGE.INI,changed,809,拆解：螣蛇仙戒,Reward1Count,6,1
EXCHANGE.INI,changed,1195,武魂：姬風,Name,紅夜封魂晶,武魂：姬風
EXCHANGE.INI,changed,1195,武魂：姬風,Reward1,31655,30837
EXCHANGE.INI,changed,3163,進化→北冕劍☆,Material1,28357,28351
EXCHANGE.INI,changed,3163,進化→北冕劍☆,Name,進化→宗正裁☆,進化→北冕劍☆
EXCHANGE.INI,changed,3163,進化→北冕劍☆,Reward1,28817,28811
EXCHANGE.INI,changed,3227,佛煌裟☆☆,Material1,28874,28868
EXCHANGE.INI,changed,3227,佛煌裟☆☆,Name,戰煌臂☆☆,佛煌裟☆☆
EXCHANGE.INI,changed,3227,佛煌裟☆☆,Reward1,28875,28869
EXCHANGE.INI,changed,3248,柳嗚腕☆☆,Material1,28975,28969
EXCHANGE.INI,changed,3248,柳嗚腕☆☆,Name,碧隱甲☆☆,柳嗚腕☆☆
EXCHANGE.INI,changed,3248,柳嗚腕☆☆,Reward1,28976,28970
EXCHANGE.INI,changed,2713,擎陽不周戒,Material1Count,300,350
EXCHANGE.INI,changed,2713,擎陽不周戒,Name,白虎宮嘯塵玉,擎陽不周戒
EXCHANGE.INI,changed,2713,擎陽不周戒,Reward1,27577,28004
EXCHANGE.INI,changed,3250,碧隱甲☆☆,Material1,28981,28975
EXCHANGE.INI,changed,3250,碧隱甲☆☆,Name,碧星靴☆☆,碧隱甲☆☆
EXCHANGE.INI,changed,3250,碧隱甲☆☆,Reward1,28982,28976
EXCHANGE.INI,changed,1871,拆解：鋼鵬衛盾Ⅲ,Group,107,106
EXCHANGE.INI,changed,1871,拆解：鋼鵬衛盾Ⅲ,Material1,30258,30248
EXCHANGE.INI,changed,1871,拆解：鋼鵬衛盾Ⅲ,Name,拆解：勇將旭盔Ⅲ,拆解：鋼鵬衛盾Ⅲ
EXCHANGE.INI,changed,1871,拆解：鋼鵬衛盾Ⅲ,Reward1,29273,29272
EXCHANGE.INI,changed,3165,進化→宗正裁☆,Material1,28363,28357
EXCHANGE.INI,changed,3165,進化→宗正裁☆,Name,進化→列肆杖☆,進化→宗正裁☆
EXCHANGE.INI,changed,3165,進化→宗正裁☆,Reward1,28823,28817
EXCHANGE.INI,changed,2836,無聲之狂（消光）,Material1,29636,29625
EXCHANGE.INI,changed,2836,無聲之狂（消光）,Name,秘笈：怒火九重天,無聲之狂（消光）
EXCHANGE.INI,changed,2836,無聲之狂（消光）,Reward1Count,8,16
EXCHANGE.INI,changed,1563,辰道玄袖Ⅴ,Material1,31229,31219
EXCHANGE.INI,changed,1563,辰道玄袖Ⅴ,Name,宇鋒飆靴Ⅴ,辰道玄袖Ⅴ
EXCHANGE.INI,changed,1563,辰道玄袖Ⅴ,Reward1,31230,31220
EXCHANGE.INI,changed,1465,光術旋披Ⅳ,Material1,31198,31188
EXCHANGE.INI,changed,1465,光術旋披Ⅳ,Name,寂禪鎏裟Ⅳ,光術旋披Ⅳ
EXCHANGE.INI,changed,1465,光術旋披Ⅳ,Reward1,31199,31189
EXCHANGE.INI,changed,2714,御月常羲鍊,Material1Count,300,350
EXCHANGE.INI,changed,2714,御月常羲鍊,Name,荒狼宮皓月戒,御月常羲鍊
EXCHANGE.INI,changed,2714,御月常羲鍊,Reward1,27578,28005
EXCHANGE.INI,changed,2196,拆解：道帝袍★☆,Material1,29465,29453
EXCHANGE.INI,changed,2196,拆解：道帝袍★☆,Name,拆解：劍帝握★☆,拆解：道帝袍★☆
EXCHANGE.INI,changed,2964,鬥星脛★★,Material1,28433,28427
EXCHANGE.INI,changed,2964,鬥星脛★★,Name,星蹤履★★,鬥星脛★★
EXCHANGE.INI,changed,2964,鬥星脛★★,Reward1,28434,28428
EXCHANGE.INI,changed,2082,黃天衣★☆,Material1,29590,29578
EXCHANGE.INI,changed,2082,黃天衣★☆,Name,黃韋足★☆,黃天衣★☆
EXCHANGE.INI,changed,2082,黃天衣★☆,Reward1,29591,29579
EXCHANGE.INI,changed,901,怪物大王石牌,Material1,21403,21404
EXCHANGE.INI,changed,901,怪物大王石牌,Name,怪物頭目石牌,怪物大王石牌
EXCHANGE.INI,changed,901,怪物大王石牌,Reward1,21404,21405
EXCHANGE.INI,changed,2533,武魂：拓跋一人,Name,武魂：太陰之女,武魂：拓跋一人
EXCHANGE.INI,changed,2533,武魂：拓跋一人,Reward1,30840,30848
EXCHANGE.INI,changed,1544,渡鴉瞳杖Ⅴ,Material1,31134,31124
EXCHANGE.INI,changed,1544,渡鴉瞳杖Ⅴ,Name,血腥屠夫Ⅴ,渡鴉瞳杖Ⅴ
EXCHANGE.INI,changed,1544,渡鴉瞳杖Ⅴ,Reward1,31135,31125
EXCHANGE.INI,changed,2907,進化→釋星頂★,Material1,27676,27659
EXCHANGE.INI,changed,2907,進化→釋星頂★,Name,進化→鬥星鎧★,進化→釋星頂★
EXCHANGE.INI,changed,2907,進化→釋星頂★,Reward1,28397,28391
EXCHANGE.INI,changed,1170,真．玄宙劍裝錦囊,Name,真．玄宙術裝錦囊,真．玄宙劍裝錦囊
EXCHANGE.INI,changed,1170,真．玄宙劍裝錦囊,Reward1,31346,31344
EXCHANGE.INI,changed,1938,進化→宇帝珮☆,Material1,28903,28906
EXCHANGE.INI,changed,1938,進化→宇帝珮☆,Name,進化→慧帝戒☆,進化→宇帝珮☆
EXCHANGE.INI,changed,1938,進化→宇帝珮☆,Reward1,29535,29523
EXCHANGE.INI,changed,3359,拆解：戰煌鎧☆☆,Material1,28866,28860
EXCHANGE.INI,changed,3359,拆解：戰煌鎧☆☆,Name,拆解：道煌袍☆☆,拆解：戰煌鎧☆☆
EXCHANGE.INI,changed,1901,拆解：靜月簾衣Ⅲ,Material1,30408,30398
EXCHANGE.INI,changed,1901,拆解：靜月簾衣Ⅲ,Name,拆解：靜月織足Ⅲ,拆解：靜月簾衣Ⅲ
EXCHANGE.INI,changed,973,樓寒末仇藜，開光,Material1,29927,29925
EXCHANGE.INI,changed,973,樓寒末仇藜，開光,Name,日月五峰杖，開光,樓寒末仇藜，開光
EXCHANGE.INI,changed,973,樓寒末仇藜，開光,Reward1,29917,29915
EXCHANGE.INI,changed,3424,拆解：鬼兇手☆☆☆,Material1,28965,28959
EXCHANGE.INI,changed,3424,拆解：鬼兇手☆☆☆,Name,拆解：柳月巾☆☆☆,拆解：鬼兇手☆☆☆
EXCHANGE.INI,changed,3271,拆解：道煌袍☆,Material1,28871,28865
EXCHANGE.INI,changed,3271,拆解：道煌袍☆,Name,拆解：烈煌腕☆,拆解：道煌袍☆
EXCHANGE.INI,changed,3319,戰煌臂☆☆☆,Material1,28881,28875
EXCHANGE.INI,changed,3319,戰煌臂☆☆☆,Name,道煌擎☆☆☆,戰煌臂☆☆☆
EXCHANGE.INI,changed,3319,戰煌臂☆☆☆,Reward1,28882,28876
EXCHANGE.INI,changed,3101,拆解：星蹤履★★,Material1,28440,28434
EXCHANGE.INI,changed,3101,拆解：星蹤履★★,Name,拆解：星龍珠★★,拆解：星蹤履★★
EXCHANGE.INI,changed,2431,拆解：道帝行★★★,Material1,29528,29516
EXCHANGE.INI,changed,2431,拆解：道帝行★★★,Name,拆解：宇帝珮★★★,拆解：道帝行★★★
EXCHANGE.INI,changed,2143,劍帝冕★★,Material1,29417,29405
EXCHANGE.INI,changed,2143,劍帝冕★★,Name,幻帝面★★,劍帝冕★★
EXCHANGE.INI,changed,2143,劍帝冕★★,Reward1,29418,29406
EXCHANGE.INI,changed,3209,武座刃☆☆,Material1,28820,28814
EXCHANGE.INI,changed,3209,武座刃☆☆,Name,七公扇☆☆,武座刃☆☆
EXCHANGE.INI,changed,3209,武座刃☆☆,Reward1,28821,28815
EXCHANGE.INI,changed,3393,拆解：貫索槍☆☆☆,Material1,28834,28828
EXCHANGE.INI,changed,3393,拆解：貫索槍☆☆☆,Name,拆解：侯欽錘☆☆☆,拆解：貫索槍☆☆☆
EXCHANGE.INI,changed,2415,拆解：幻帝面★★★,Material1,29432,29420
EXCHANGE.INI,changed,2415,拆解：幻帝面★★★,Name,拆解：禪帝頂★★★,拆解：幻帝面★★★
EXCHANGE.INI,changed,1237,大天神符咒,Name,大天師符咒,大天神符咒
EXCHANGE.INI,changed,1237,大天神符咒,Reward1,23837,23835
EXCHANGE.INI,changed,2913,進化→星鋒腕★,Material1,27697,27695
EXCHANGE.INI,changed,2913,進化→星鋒腕★,Name,進化→遊星掌★,進化→星鋒腕★
EXCHANGE.INI,changed,2913,進化→星鋒腕★,Reward1,28415,28409
EXCHANGE.INI,changed,3385,拆解：碧隱甲☆☆,Material1,28982,28976
EXCHANGE.INI,changed,3385,拆解：碧隱甲☆☆,Name,拆解：碧星靴☆☆,拆解：碧隱甲☆☆
EXCHANGE.INI,changed,2383,拆解：劍帝履★★☆,Material1,29509,29497
EXCHANGE.INI,changed,2383,拆解：劍帝履★★☆,Name,拆解：幻帝步★★☆,拆解：劍帝履★★☆
EXCHANGE.INI,changed,3239,水煌珠☆☆,Material1,28910,28904
EXCHANGE.INI,changed,3239,水煌珠☆☆,Name,地煌珠☆☆,水煌珠☆☆
EXCHANGE.INI,changed,3239,水煌珠☆☆,Reward1,28911,28905
EXCHANGE.INI,changed,993,陳橋燭影殲，開光,Material1,29668,29666
EXCHANGE.INI,changed,993,陳橋燭影殲，開光,Name,夏禹九鼎杖，開光,陳橋燭影殲，開光
EXCHANGE.INI,changed,993,陳橋燭影殲，開光,Reward1,29658,29656
EXCHANGE.INI,changed,1128,拆解：新星之玄璧,Group,56,55
EXCHANGE.INI,changed,1128,拆解：新星之玄璧,Material1,21404,27347
EXCHANGE.INI,changed,1128,拆解：新星之玄璧,Material1Count,100,1
EXCHANGE.INI,changed,1128,拆解：新星之玄璧,Material2,21409,
EXCHANGE.INI,changed,1128,拆解：新星之玄璧,Material2Count,10,
EXCHANGE.INI,changed,1128,拆解：新星之玄璧,Name,驃騎將軍印信,拆解：新星之玄璧
EXCHANGE.INI,changed,1128,拆解：新星之玄璧,Reward1,21410,27198
EXCHANGE.INI,changed,1128,拆解：新星之玄璧,Reward1Count,1,8
EXCHANGE.INI,changed,2879,秘笈：大梵聖掌,Material1,29642,29640
EXCHANGE.INI,changed,2879,秘笈：大梵聖掌,Name,秘笈：笑盡英雄,秘笈：大梵聖掌
EXCHANGE.INI,changed,1469,天守宙臂Ⅳ,Material1,31218,31208
EXCHANGE.INI,changed,1469,天守宙臂Ⅳ,Name,辰道玄袖Ⅳ,天守宙臂Ⅳ
EXCHANGE.INI,changed,1469,天守宙臂Ⅳ,Reward1,31219,31209
EXCHANGE.INI,changed,1879,拆解：術凌旭服Ⅲ,Material1,30298,30288
EXCHANGE.INI,changed,1879,拆解：術凌旭服Ⅲ,Name,拆解：禪臺旭袈Ⅲ,拆解：術凌旭服Ⅲ
EXCHANGE.INI,changed,2467,極．玄宙道裝錦囊,Material1Count,650,600
EXCHANGE.INI,changed,2467,極．玄宙道裝錦囊,Name,超．玄宙特仕裝箱,極．玄宙道裝錦囊
EXCHANGE.INI,changed,2467,極．玄宙道裝錦囊,Reward1,31360,31369
EXCHANGE.INI,changed,3014,拆解：星虎披★,Material1,28448,28442
EXCHANGE.INI,changed,3014,拆解：星虎披★,Name,拆解：星玄卦★,拆解：星虎披★
EXCHANGE.INI,changed,3191,進化→道煌履☆,Material1,28441,28435
EXCHANGE.INI,changed,3191,進化→道煌履☆,Name,進化→火煌珠☆,進化→道煌履☆
EXCHANGE.INI,changed,3191,進化→道煌履☆,Reward1,28901,28895
EXCHANGE.INI,changed,3354,拆解：戰煌盔☆☆,Material1,28851,28845
EXCHANGE.INI,changed,3354,拆解：戰煌盔☆☆,Name,拆解：道煌面☆☆,拆解：戰煌盔☆☆
EXCHANGE.INI,changed,3021,拆解：煌月巾★,Material1,28547,28541
EXCHANGE.INI,changed,3021,拆解：煌月巾★,Name,拆解：煌嗚腕★,拆解：煌月巾★
EXCHANGE.INI,changed,2350,鬼帝道★★★,Material1,29581,29569
EXCHANGE.INI,changed,2350,鬼帝道★★★,Name,黃天衣★★★,鬼帝道★★★
EXCHANGE.INI,changed,2350,鬼帝道★★★,Reward1,29582,29570
EXCHANGE.INI,changed,1260,戰符繪紙轉活佛戰符,Material1,24296,22888
EXCHANGE.INI,changed,1260,戰符繪紙轉活佛戰符,Name,真宗白符轉活佛戰符,戰符繪紙轉活佛戰符
EXCHANGE.INI,changed,1260,戰符繪紙轉活佛戰符,Reward1Count,5,20
EXCHANGE.INI,changed,2360,拆解：龍掣爪★★☆,Material1,29371,29359
EXCHANGE.INI,changed,2360,拆解：龍掣爪★★☆,Name,拆解：御天杖★★☆,拆解：龍掣爪★★☆
EXCHANGE.INI,changed,2488,極．玄宙術裝錦囊,Name,極．玄宙僧裝錦囊,極．玄宙術裝錦囊
EXCHANGE.INI,changed,2488,極．玄宙術裝錦囊,Reward1,31370,31368
EXCHANGE.INI,changed,2764,武冠兵甲摸彩券,Group,168,167
EXCHANGE.INI,changed,2764,武冠兵甲摸彩券,Material1,32828,31710
EXCHANGE.INI,changed,2764,武冠兵甲摸彩券,Material1Count,12,2
EXCHANGE.INI,changed,2764,武冠兵甲摸彩券,Material2,32829,
EXCHANGE.INI,changed,2764,武冠兵甲摸彩券,Material2Count,1,
EXCHANGE.INI,changed,2764,武冠兵甲摸彩券,Material3,32830,
EXCHANGE.INI,changed,2764,武冠兵甲摸彩券,Material3Count,1,
EXCHANGE.INI,changed,2764,武冠兵甲摸彩券,Material4,32831,
EXCHANGE.INI,changed,2764,武冠兵甲摸彩券,Material4Count,1,
EXCHANGE.INI,changed,2764,武冠兵甲摸彩券,Name,彩泉端午香包,武冠兵甲摸彩券
EXCHANGE.INI,changed,2764,武冠兵甲摸彩券,Reward1,32827,29971
EXCHANGE.INI,changed,1765,拆解：靜月織足Ⅰ,Material1,30416,30406
EXCHANGE.INI,changed,1765,拆解：靜月織足Ⅰ,Name,拆解：宿星燦甲Ⅰ,拆解：靜月織足Ⅰ
EXCHANGE.INI,changed,915,銀杖‧米斯汀，開光,Material1,28782,28780
EXCHANGE.INI,changed,915,銀杖‧米斯汀，開光,Name,歿棍‧納吉法，開光,銀杖‧米斯汀，開光
EXCHANGE.INI,changed,915,銀杖‧米斯汀，開光,Reward1,28495,28493
EXCHANGE.INI,changed,3124,拆解：太微棍★★★,Material1,28375,28369
EXCHANGE.INI,changed,3124,拆解：太微棍★★★,Name,拆解：瑤月斧★★★,拆解：太微棍★★★
EXCHANGE.INI,changed,2106,拆解：道帝袍★,Material1,29464,29452
EXCHANGE.INI,changed,2106,拆解：道帝袍★,Name,拆解：劍帝握★,拆解：道帝袍★
EXCHANGE.INI,changed,1065,【天刑劍】,Name,【七殺天凌】,【天刑劍】
EXCHANGE.INI,changed,1065,【天刑劍】,Reward1,31519,31517
EXCHANGE.INI,changed,3125,拆解：九河錘★★★,Material1,28378,28372
EXCHANGE.INI,changed,3125,拆解：九河錘★★★,Name,拆解：傾天盾★★★,拆解：九河錘★★★
EXCHANGE.INI,changed,2075,慧帝戒★☆,Group,120,119
EXCHANGE.INI,changed,2075,慧帝戒★☆,Material1,29548,29536
EXCHANGE.INI,changed,2075,慧帝戒★☆,Material2Count,20,2
EXCHANGE.INI,changed,2075,慧帝戒★☆,Name,鬼帝冠★☆,慧帝戒★☆
EXCHANGE.INI,changed,2075,慧帝戒★☆,Reward1,29549,29537
EXCHANGE.INI,changed,1952,進化→君星靴☆,Group,112,111
EXCHANGE.INI,changed,1952,進化→君星靴☆,Material1,29349,28983
EXCHANGE.INI,changed,1952,進化→君星靴☆,Material2Count,3,10
EXCHANGE.INI,changed,1952,進化→君星靴☆,Name,君諭刀★,進化→君星靴☆
EXCHANGE.INI,changed,1952,進化→君星靴☆,Reward1,29350,29607
EXCHANGE.INI,changed,3311,道煌面☆☆☆,Material1,28857,28851
EXCHANGE.INI,changed,3311,道煌面☆☆☆,Name,烈煌冑☆☆☆,道煌面☆☆☆
EXCHANGE.INI,changed,3311,道煌面☆☆☆,Reward1,28858,28852
EXCHANGE.INI,changed,2559,武魂：夏侯蘭,Material1Count,75,145
EXCHANGE.INI,changed,2559,武魂：夏侯蘭,Name,秘笈：飛燕流星翎,武魂：夏侯蘭
EXCHANGE.INI,changed,2559,武魂：夏侯蘭,Reward1,31815,30845
EXCHANGE.INI,changed,1373,光術旋披Ⅲ,Material1,31197,31187
EXCHANGE.INI,changed,1373,光術旋披Ⅲ,Name,寂禪鎏裟Ⅲ,光術旋披Ⅲ
EXCHANGE.INI,changed,1373,光術旋披Ⅲ,Reward1,31198,31188
EXCHANGE.INI,changed,711,唐默鈴錦囊禮券,Material1,31734,31733
EXCHANGE.INI,changed,711,唐默鈴錦囊禮券,Name,虞小梅錦囊禮券,唐默鈴錦囊禮券
EXCHANGE.INI,changed,711,唐默鈴錦囊禮券,Reward1,31728,31727
EXCHANGE.INI,changed,3409,拆解：戰煌臂☆☆☆,Material1,28882,28876
EXCHANGE.INI,changed,3409,拆解：戰煌臂☆☆☆,Name,拆解：道煌擎☆☆☆,拆解：戰煌臂☆☆☆
EXCHANGE.INI,changed,2783,秘笈：怒火九重天,Name,秘笈：天地根,秘笈：怒火九重天
EXCHANGE.INI,changed,2783,秘笈：怒火九重天,Reward1,29638,29636
EXCHANGE.INI,changed,1442,拆解：凜月影束Ⅱ,Material1,31312,31302
EXCHANGE.INI,changed,1442,拆解：凜月影束Ⅱ,Name,拆解：舞星釩兜Ⅱ,拆解：凜月影束Ⅱ
EXCHANGE.INI,changed,759,拆解：王狼連山檄,Material1,30904,30902
EXCHANGE.INI,changed,759,拆解：王狼連山檄,Name,拆解：王狼千風檄,拆解：王狼連山檄
EXCHANGE.INI,changed,2769,爵士波霸冰,Group,169,168
EXCHANGE.INI,changed,2769,爵士波霸冰,Material1,29776,32821
EXCHANGE.INI,changed,2769,爵士波霸冰,Material1Count,200,35
EXCHANGE.INI,changed,2769,爵士波霸冰,Material2,,32826
EXCHANGE.INI,changed,2769,爵士波霸冰,Material2Count,,20
EXCHANGE.INI,changed,2769,爵士波霸冰,Material3,,32823
EXCHANGE.INI,changed,2769,爵士波霸冰,Material3Count,,10
EXCHANGE.INI,changed,2769,爵士波霸冰,Material4,,32822
EXCHANGE.INI,changed,2769,爵士波霸冰,Material4Count,,10
EXCHANGE.INI,changed,2769,爵士波霸冰,Name,武魂：一頁書,爵士波霸冰
EXCHANGE.INI,changed,2769,爵士波霸冰,Reward1,23071,32831
EXCHANGE.INI,changed,1612,拆解：天衛宙脛Ⅳ,Material1,31244,31234
EXCHANGE.INI,changed,1612,拆解：天衛宙脛Ⅳ,Name,拆解：辰道玄鞋Ⅳ,拆解：天衛宙脛Ⅳ
EXCHANGE.INI,changed,1888,拆解：勇將旭立Ⅲ,Material1,30343,30333
EXCHANGE.INI,changed,1888,拆解：勇將旭立Ⅲ,Name,拆解：道清旭鞋Ⅲ,拆解：勇將旭立Ⅲ
EXCHANGE.INI,changed,3023,拆解：煌嗚腕★,Material1,28553,28547
EXCHANGE.INI,changed,3023,拆解：煌嗚腕★,Name,拆解：奇隱甲★,拆解：煌嗚腕★
EXCHANGE.INI,changed,1569,寂禪矜足Ⅴ,Material1,31259,31249
EXCHANGE.INI,changed,1569,寂禪矜足Ⅴ,Name,誅仙御鐸Ⅴ,寂禪矜足Ⅴ
EXCHANGE.INI,changed,1569,寂禪矜足Ⅴ,Reward1,31260,31250
EXCHANGE.INI,changed,1266,獵仙飛索Ⅱ,Material1,31121,31111
EXCHANGE.INI,changed,1266,獵仙飛索Ⅱ,Name,渡鴉瞳杖Ⅱ,獵仙飛索Ⅱ
EXCHANGE.INI,changed,1266,獵仙飛索Ⅱ,Reward1,31122,31112
EXCHANGE.INI,changed,1528,拆解：騰陽威冕Ⅲ,Material1,31283,31273
EXCHANGE.INI,changed,1528,拆解：騰陽威冕Ⅲ,Name,拆解：騰陽烈釬Ⅲ,拆解：騰陽威冕Ⅲ
EXCHANGE.INI,changed,932,三皇聖羲刀，開光,Material1,26961,26959
EXCHANGE.INI,changed,932,三皇聖羲刀，開光,Name,太上天尊蘆，開光,三皇聖羲刀，開光
EXCHANGE.INI,changed,932,三皇聖羲刀，開光,Reward1,26787,26785
EXCHANGE.INI,changed,2983,拆解：星守劍★,Material1,28355,28349
EXCHANGE.INI,changed,2983,拆解：星守劍★,Name,拆解：瞬光劃★,拆解：星守劍★
EXCHANGE.INI,changed,1737,拆解：道清旭綸Ⅰ,Material1,30276,30266
EXCHANGE.INI,changed,1737,拆解：道清旭綸Ⅰ,Name,拆解：劍豪旭裝Ⅰ,拆解：道清旭綸Ⅰ
EXCHANGE.INI,changed,1681,絃霧靈拂Ⅱ,Material1,30226,30216
EXCHANGE.INI,changed,1681,絃霧靈拂Ⅱ,Name,赤鴉裂槍Ⅱ,絃霧靈拂Ⅱ
EXCHANGE.INI,changed,1681,絃霧靈拂Ⅱ,Reward1,30227,30217
EXCHANGE.INI,changed,2577,降神：龍湘之魂,Name,降神：夏侯蘭之魂,降神：龍湘之魂
EXCHANGE.INI,changed,2577,降神：龍湘之魂,Reward1,31832,31830
EXCHANGE.INI,changed,1025,輝杖瑪‧亞特，消光,Material1,29007,29005
EXCHANGE.INI,changed,1025,輝杖瑪‧亞特，消光,Name,獅棍泰‧芙努，消光,輝杖瑪‧亞特，消光
EXCHANGE.INI,changed,1025,輝杖瑪‧亞特，消光,Reward1,29020,29018
EXCHANGE.INI,changed,1538,拆解：舞星鎢掌Ⅲ,Group,85,84
EXCHANGE.INI,changed,1538,拆解：舞星鎢掌Ⅲ,Material1,31104,31323
EXCHANGE.INI,changed,1538,拆解：舞星鎢掌Ⅲ,Material1Count,3,1
EXCHANGE.INI,changed,1538,拆解：舞星鎢掌Ⅲ,Material2,29272,
EXCHANGE.INI,changed,1538,拆解：舞星鎢掌Ⅲ,Material2Count,250,
EXCHANGE.INI,changed,1538,拆解：舞星鎢掌Ⅲ,Name,宮殤別劍Ⅴ,拆解：舞星鎢掌Ⅲ
EXCHANGE.INI,changed,1538,拆解：舞星鎢掌Ⅲ,Reward1,31105,30673
EXCHANGE.INI,changed,1538,拆解：舞星鎢掌Ⅲ,Reward1Count,1,12
EXCHANGE.INI,changed,697,白樺錦囊禮券,Material1,31006,31708
EXCHANGE.INI,changed,697,白樺錦囊禮券,Name,姬霜錦囊禮券,白樺錦囊禮券
EXCHANGE.INI,changed,697,白樺錦囊禮券,Reward1,30907,31702
EXCHANGE.INI,changed,2877,秘笈：天地根,Material1,29640,29638
EXCHANGE.INI,changed,2877,秘笈：天地根,Name,秘笈：大梵聖掌,秘笈：天地根
EXCHANGE.INI,changed,2768,小芋圓日出,Group,169,168
EXCHANGE.INI,changed,2768,小芋圓日出,Material1,29776,32821
EXCHANGE.INI,changed,2768,小芋圓日出,Material1Count,200,35
EXCHANGE.INI,changed,2768,小芋圓日出,Material2,,32826
EXCHANGE.INI,changed,2768,小芋圓日出,Material2Count,,15
EXCHANGE.INI,changed,2768,小芋圓日出,Material3,,32823
EXCHANGE.INI,changed,2768,小芋圓日出,Material3Count,,12
EXCHANGE.INI,changed,2768,小芋圓日出,Material4,,32824
EXCHANGE.INI,changed,2768,小芋圓日出,Material4Count,,3
EXCHANGE.INI,changed,2768,小芋圓日出,Name,武魂：素還真,小芋圓日出
EXCHANGE.INI,changed,2768,小芋圓日出,Reward1,23070,32830
EXCHANGE.INI,changed,2574,降神：趙活之魂,Name,降神：唐默鈴之魂,降神：趙活之魂
EXCHANGE.INI,changed,2574,降神：趙活之魂,Reward1,31829,31827
EXCHANGE.INI,changed,900,神州真勁手環,Group,45,44
EXCHANGE.INI,changed,900,神州真勁手環,Material1,21405,29202
EXCHANGE.INI,changed,900,神州真勁手環,Material1Count,1,3
